2.155981903076171875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.600480079650878906e+00,-1.201054930686950684e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.868706303615908837e-07,1.360222512403197470e-07,2.472320126400973095e-08
2.278854217529296875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.057354831695556641e+01,-5.210368633270263672e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.166683081370138098e-07,1.570609811096801423e-07,3.095399847552471329e-08
2.372922210693359375e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.213086414337158203e+01,-2.416379302740097046e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.260789965992444195e-07,1.812571355230829795e-07,3.871225473517370119e-08
2.478713226318359375e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.228780174255371094e+01,-7.600802183151245117e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.644931899136281572e-06,2.088713415560050635e-07,4.828595479011710268e-08
2.561831054687500000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.156967926025390625e+01,3.386157006025314331e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.879207613659673370e-06,2.400263383606215939e-07,5.994026963662690832e-08
2.594147644042968750e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.055567264556884766e+01,5.169231817126274109e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.933345280733192340e-06,2.746340612702624639e-07,7.386530853636941174e-08
2.552438201904296875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.505725860595703125e+00,3.879600018262863159e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.219255505537148565e-06,3.123602425603166921e-07,9.012549639919598121e-08
2.466701202392578125e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.428145408630371094e+00,2.900536358356475830e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300331950915278867e-05,3.526608338688674849e-07,1.086368257574577001e-07
2.369496002197265625e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.424623966217041016e+00,2.136857435107231140e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.368904031551210210e-05,3.948971425415948033e-07,1.291936513325708802e-07
2.302450103759765625e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.457163333892822266e+00,1.710914634168148041e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.402981342835118994e-05,4.384922078770614462e-07,1.515421246267578681e-07
2.250273895263671875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.631392478942871094e+00,1.493492163717746735e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.304405213886639103e-05,4.830561124435917009e-07,1.754642511286874651e-07
2.209052581787109375e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.125907421112060547e+00,1.486829854547977448e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.138982042903080583e-05,5.284121584736567456e-07,2.008225266081353766e-07
2.170891876220703125e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.121778964996337891e+00,1.336545776575803757e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.005409083329141140e-06,5.745087037212215364e-07,2.275358070846777991e-07
2.138775939941406250e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.588246345520019531e+00,1.120166666805744171e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.924964964127866551e-06,6.212690664142428432e-07,2.555024423145368928e-07
