1.178634521484375000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.234906616210937500e+02,4.112072143554687500e+02,1.255251020193099976e-01,1.360375354031440054e-11,9.203696995973587036e-02,1.255251020193099976e-01,1.360375354031440054e-11,9.203696995973587036e-02,1.304273951063805725e-07,1.850235094025265425e-07,3.884081323235477612e-08
2.732204895019531250e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.309158630371093750e+02,3.407484130859375000e+02,4.366500675678253174e-02,1.545453869045143591e-11,5.994842946529388428e-02,4.366500675678253174e-02,1.545453869045143591e-11,5.994842946529388428e-02,2.349062242501531728e-07,2.123662738995335530e-07,4.763660399476066232e-08
1.819874572753906250e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.986426696777343750e+02,2.582971191406250000e+02,2.044377662241458893e-02,1.360907740666217336e-11,4.956262558698654175e-02,2.044377662241458893e-02,1.360907740666217336e-11,4.956262558698654175e-02,4.210472184240643401e-07,2.433814358937524958e-07,5.824947990618056792e-08
1.675803680419921875e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.850816040039062500e+02,2.392036743164062500e+02,1.660123839974403381e-02,1.111936324266205034e-11,4.269349575042724609e-02,1.660123839974403381e-02,1.111936324266205034e-11,4.269349575042724609e-02,7.478777206415543333e-07,2.781664250051107956e-07,7.087792397442171932e-08
1.470769653320312500e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.788947753906250000e+02,2.436297302246093750e+02,1.040480658411979675e-02,1.134750540060514012e-11,2.863235399127006531e-02,1.040480658411979675e-02,1.134750540060514012e-11,2.863235399127006531e-02,1.309048457187600434e-06,3.165411328609479824e-07,8.561110576010833029e-08
9.609211730957031250e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.542941284179687500e+02,2.415320739746093750e+02,8.994307368993759155e-03,9.044120487244899920e-12,1.558762043714523315e-02,8.994307368993759155e-03,9.044120487244899920e-12,1.558762043714523315e-02,2.242974005639553070e-06,3.579387453100935090e-07,1.023567506308609154e-07
9.867683410644531250e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.224218292236328125e+02,2.261761169433593750e+02,4.155746661126613617e-03,6.867359111928372783e-12,8.706238120794296265e-03,4.155746661126613617e-03,6.867359111928372783e-12,8.706238120794296265e-03,3.736932285391958430e-06,4.013634224975248799e-07,1.207929898328075069e-07
1.007649536132812500e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.980663146972656250e+02,1.994126586914062500e+02,1.709627220407128334e-03,6.552268276560635485e-12,6.841847207397222519e-03,1.709627220407128334e-03,6.552268276560635485e-12,6.841847207397222519e-03,5.865396815352141857e-06,4.454653037555544870e-07,1.403795835130949854e-07
9.619671630859375000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.812700805664062500e+02,1.664251861572265625e+02,1.156341866590082645e-03,6.649192481333887628e-12,3.314557950943708420e-03,1.156341866590082645e-03,6.649192481333887628e-12,3.314557950943708420e-03,8.516779416822828352e-06,4.887303930445341393e-07,1.604406207889041980e-07
8.970210266113281250e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.653237609863281250e+02,1.512203216552734375e+02,1.025161938741803169e-03,8.950844405941627002e-12,2.355276839807629585e-03,1.025161938741803169e-03,8.950844405941627002e-12,2.355276839807629585e-03,1.174268527392996475e-05,5.297083021105208900e-07,1.802869178391119931e-07
